,train,val,test
151,test_001,,
152,normal_002,,
153,test_002,,
154,normal_008,,
155,test_008,,
156,normal_010,,
157,test_010,,
158,normal_013,,
159,test_013,,
160,normal_016,,
161,test_016,,
162,normal_021,,
163,test_021,,
164,normal_026,,
165,test_026,,
166,normal_029,,
167,test_029,,
168,normal_030,,
169,test_030,,
170,normal_038,,
171,test_038,,
172,normal_040,,
173,test_040,,
174,normal_046,,
175,test_046,,
176,normal_048,,
177,test_048,,
178,normal_052,,
179,test_052,,
180,normal_065,,
181,test_065,,
182,normal_066,,
183,test_066,,
184,normal_068,,
185,test_068,,
186,normal_069,,
187,test_069,,
188,normal_071,,
189,test_071,,
190,normal_073,,
191,test_073,,
192,normal_075,,
193,test_075,,
194,normal_079,,
195,test_079,,
196,normal_082,,
197,test_082,,
198,normal_084,,
199,test_084,,
200,normal_091,,
201,test_090,,
202,normal_093,,
203,test_092,,
204,normal_098,,
205,test_097,,
206,normal_100,,
207,test_099,,
208,normal_103,,
209,test_102,,
210,normal_105,,
211,test_104,,
212,normal_109,,
213,test_108,,
214,normal_114,,
215,test_113,,
216,normal_116,,
217,test_116,,
218,normal_117,,
219,test_117,,
220,normal_121,,
221,test_121,,
222,normal_122,,
223,test_122,,
224,tumor_001,,
225,tumor_002,,
226,tumor_003,,
227,tumor_005,,
228,tumor_006,,
229,tumor_008,,
230,tumor_011,,
231,tumor_012,,
232,tumor_013,,
233,tumor_014,,
234,tumor_015,,
235,tumor_016,,
236,tumor_017,,
237,tumor_018,,
238,tumor_019,,
239,tumor_020,,
240,tumor_021,,
241,tumor_022,,
242,tumor_023,,
243,tumor_024,,
244,tumor_025,,
245,tumor_026,,
246,tumor_028,,
247,tumor_029,,
248,tumor_030,,
249,tumor_031,,
250,tumor_032,,
251,tumor_033,,
252,tumor_034,,
253,tumor_035,,
254,tumor_037,,
255,tumor_038,,
256,tumor_039,,
257,tumor_040,,
258,tumor_041,,
259,tumor_042,,
260,tumor_043,,
261,tumor_045,,
262,tumor_047,,
263,tumor_048,,
264,tumor_049,,
265,tumor_051,,
266,tumor_052,,
267,tumor_053,,
268,tumor_054,,
269,tumor_055,,
270,tumor_056,,
271,tumor_060,,
272,tumor_061,,
273,tumor_062,,
274,tumor_063,,
275,tumor_064,,
276,tumor_065,,
277,tumor_066,,
278,tumor_067,,
279,tumor_068,,
280,tumor_069,,
281,tumor_070,,
282,tumor_071,,
283,tumor_072,,
284,tumor_073,,
285,tumor_074,,
286,tumor_075,,
287,tumor_076,,
288,tumor_078,,
289,tumor_079,,
290,tumor_080,,
291,tumor_081,,
292,tumor_084,,
293,tumor_086,,
294,tumor_087,,
295,tumor_088,,
296,tumor_090,,
297,tumor_091,,
298,tumor_092,,
299,tumor_094,,
300,tumor_095,,
301,tumor_096,,
302,tumor_097,,
303,tumor_098,,
304,tumor_099,,
305,tumor_100,,
306,tumor_101,,
307,tumor_102,,
308,tumor_104,,
309,tumor_105,,
310,tumor_108,,
311,tumor_109,,
312,tumor_110,,
313,tumor_111,,
