,train,val,test
219,normal_106,,
220,test_105,,
221,normal_109,,
222,test_108,,
223,normal_111,,
224,test_110,,
225,normal_114,,
226,test_113,,
227,normal_117,,
228,test_117,,
229,normal_121,,
230,test_121,,
231,normal_122,,
232,test_122,,
233,tumor_001,,
234,tumor_002,,
235,tumor_003,,
236,tumor_004,,
237,tumor_006,,
238,tumor_007,,
239,tumor_008,,
240,tumor_009,,
241,tumor_010,,
242,tumor_011,,
243,tumor_012,,
244,tumor_013,,
245,tumor_014,,
246,tumor_015,,
247,tumor_016,,
248,tumor_017,,
249,tumor_018,,
250,tumor_019,,
251,tumor_020,,
252,tumor_021,,
253,tumor_022,,
254,tumor_023,,
255,tumor_024,,
256,tumor_025,,
257,tumor_026,,
258,tumor_028,,
259,tumor_029,,
260,tumor_030,,
261,tumor_031,,
262,tumor_032,,
263,tumor_033,,
264,tumor_036,,
265,tumor_037,,
266,tumor_038,,
267,tumor_039,,
268,tumor_041,,
269,tumor_043,,
270,tumor_044,,
271,tumor_046,,
272,tumor_047,,
273,tumor_048,,
274,tumor_049,,
275,tumor_050,,
276,tumor_051,,
277,tumor_052,,
278,tumor_053,,
279,tumor_054,,
280,tumor_056,,
281,tumor_058,,
282,tumor_061,,
283,tumor_063,,
284,tumor_065,,
285,tumor_067,,
286,tumor_068,,
287,tumor_070,,
288,tumor_071,,
289,tumor_072,,
290,tumor_073,,
291,tumor_074,,
292,tumor_077,,
293,tumor_078,,
294,tumor_079,,
295,tumor_080,,
296,tumor_081,,
297,tumor_082,,
298,tumor_083,,
299,tumor_084,,
300,tumor_085,,
301,tumor_086,,
302,tumor_087,,
303,tumor_088,,
304,tumor_089,,
305,tumor_090,,
306,tumor_091,,
307,tumor_092,,
308,tumor_095,,
309,tumor_096,,
310,tumor_098,,
311,tumor_099,,
312,tumor_102,,
313,tumor_103,,
314,tumor_105,,
315,tumor_106,,
316,tumor_108,,
317,tumor_109,,
318,tumor_111,,
