,train,val,test
156,test_004,,
157,normal_010,,
158,test_010,,
159,normal_011,,
160,test_011,,
161,normal_016,,
162,test_016,,
163,normal_026,,
164,test_026,,
165,normal_027,,
166,test_027,,
167,normal_030,,
168,test_030,,
169,normal_033,,
170,test_033,,
171,normal_038,,
172,test_038,,
173,normal_048,,
174,test_048,,
175,normal_051,,
176,test_051,,
177,normal_052,,
178,test_052,,
179,normal_061,,
180,test_061,,
181,normal_064,,
182,test_064,,
183,normal_066,,
184,test_066,,
185,normal_068,,
186,test_068,,
187,normal_069,,
188,test_069,,
189,normal_071,,
190,test_071,,
191,normal_073,,
192,test_073,,
193,normal_074,,
194,test_074,,
195,normal_079,,
196,test_079,,
197,normal_082,,
198,test_082,,
199,normal_084,,
200,test_084,,
201,normal_091,,
202,test_090,,
203,normal_098,,
204,test_097,,
205,normal_103,,
206,test_102,,
207,normal_105,,
208,test_104,,
209,normal_106,,
210,test_105,,
211,normal_109,,
212,test_108,,
213,normal_111,,
214,test_110,,
215,normal_114,,
216,test_113,,
217,normal_116,,
218,test_116,,
219,normal_121,,
220,test_121,,
221,normal_122,,
222,test_122,,
223,tumor_001,,
224,tumor_003,,
225,tumor_004,,
226,tumor_005,,
227,tumor_006,,
228,tumor_007,,
229,tumor_008,,
230,tumor_009,,
231,tumor_010,,
232,tumor_011,,
233,tumor_013,,
234,tumor_015,,
235,tumor_016,,
236,tumor_017,,
237,tumor_018,,
238,tumor_019,,
239,tumor_020,,
240,tumor_021,,
241,tumor_022,,
242,tumor_023,,
243,tumor_024,,
244,tumor_025,,
245,tumor_026,,
246,tumor_027,,
247,tumor_029,,
248,tumor_030,,
249,tumor_031,,
250,tumor_032,,
251,tumor_034,,
252,tumor_035,,
253,tumor_037,,
254,tumor_040,,
255,tumor_041,,
256,tumor_042,,
257,tumor_043,,
258,tumor_044,,
259,tumor_045,,
260,tumor_047,,
261,tumor_048,,
262,tumor_051,,
263,tumor_052,,
264,tumor_053,,
265,tumor_054,,
266,tumor_055,,
267,tumor_056,,
268,tumor_059,,
269,tumor_060,,
270,tumor_061,,
271,tumor_062,,
272,tumor_063,,
273,tumor_064,,
274,tumor_065,,
275,tumor_067,,
276,tumor_068,,
277,tumor_069,,
278,tumor_070,,
279,tumor_071,,
280,tumor_072,,
281,tumor_073,,
282,tumor_074,,
283,tumor_075,,
284,tumor_076,,
285,tumor_077,,
286,tumor_078,,
287,tumor_079,,
288,tumor_080,,
289,tumor_081,,
290,tumor_082,,
291,tumor_083,,
292,tumor_084,,
293,tumor_085,,
294,tumor_086,,
295,tumor_087,,
296,tumor_088,,
297,tumor_089,,
298,tumor_090,,
299,tumor_091,,
300,tumor_092,,
301,tumor_094,,
302,tumor_095,,
303,tumor_096,,
304,tumor_097,,
305,tumor_100,,
306,tumor_101,,
307,tumor_102,,
308,tumor_103,,
309,tumor_104,,
310,tumor_106,,
311,tumor_107,,
312,tumor_109,,
313,tumor_111,,
