,train,val,test
normal_033,True,False,False
test_033,True,False,False
normal_038,True,False,False
test_038,True,False,False
normal_040,True,False,False
test_040,True,False,False
normal_046,True,False,False
test_046,True,False,False
normal_048,True,False,False
test_048,True,False,False
normal_051,True,False,False
test_051,True,False,False
normal_052,True,False,False
test_052,True,False,False
normal_061,True,False,False
test_061,True,False,False
normal_064,True,False,False
test_064,True,False,False
normal_065,True,False,False
test_065,True,False,False
normal_066,True,False,False
test_066,True,False,False
normal_069,True,False,False
test_069,True,False,False
normal_071,True,False,False
test_071,True,False,False
normal_073,True,False,False
test_073,True,False,False
normal_074,True,False,False
test_074,True,False,False
normal_075,True,False,False
test_075,True,False,False
normal_079,True,False,False
test_079,True,False,False
normal_082,True,False,False
test_082,True,False,False
normal_084,True,False,False
test_084,True,False,False
normal_091,True,False,False
test_090,True,False,False
normal_093,True,False,False
test_092,True,False,False
normal_095,True,False,False
test_094,True,False,False
normal_098,True,False,False
test_097,True,False,False
normal_100,True,False,False
test_099,True,False,False
normal_103,True,False,False
test_102,True,False,False
normal_105,True,False,False
test_104,True,False,False
normal_109,True,False,False
test_108,True,False,False
normal_111,True,False,False
test_110,True,False,False
normal_114,True,False,False
test_113,True,False,False
normal_116,True,False,False
test_116,True,False,False
normal_117,True,False,False
test_117,True,False,False
normal_121,True,False,False
test_121,True,False,False
normal_122,True,False,False
test_122,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_003,True,False,False
tumor_004,True,False,False
tumor_006,True,False,False
tumor_009,True,False,False
tumor_010,True,False,False
tumor_012,True,False,False
tumor_016,True,False,False
tumor_017,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_023,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_026,True,False,False
tumor_028,True,False,False
tumor_029,True,False,False
tumor_030,True,False,False
tumor_032,True,False,False
tumor_033,True,False,False
tumor_034,True,False,False
tumor_035,True,False,False
tumor_036,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_039,True,False,False
tumor_042,True,False,False
tumor_044,True,False,False
tumor_045,True,False,False
tumor_046,True,False,False
tumor_047,True,False,False
tumor_048,True,False,False
tumor_049,True,False,False
tumor_051,True,False,False
tumor_052,True,False,False
tumor_053,True,False,False
tumor_054,True,False,False
tumor_058,True,False,False
tumor_059,True,False,False
tumor_060,True,False,False
tumor_061,True,False,False
tumor_062,True,False,False
tumor_064,True,False,False
tumor_065,True,False,False
tumor_066,True,False,False
tumor_067,True,False,False
tumor_068,True,False,False
tumor_069,True,False,False
tumor_070,True,False,False
tumor_071,True,False,False
tumor_073,True,False,False
tumor_074,True,False,False
tumor_076,True,False,False
tumor_078,True,False,False
tumor_079,True,False,False
tumor_080,True,False,False
tumor_081,True,False,False
tumor_082,True,False,False
tumor_083,True,False,False
tumor_086,True,False,False
tumor_087,True,False,False
tumor_088,True,False,False
tumor_089,True,False,False
tumor_090,True,False,False
tumor_091,True,False,False
tumor_092,True,False,False
tumor_093,True,False,False
tumor_094,True,False,False
tumor_095,True,False,False
tumor_096,True,False,False
tumor_097,True,False,False
tumor_099,True,False,False
tumor_100,True,False,False
tumor_102,True,False,False
tumor_103,True,False,False
tumor_104,True,False,False
tumor_106,True,False,False
tumor_108,True,False,False
tumor_110,True,False,False
tumor_111,True,False,False
normal_140,False,True,False
normal_072,False,True,False
test_072,False,True,False
normal_092,False,True,False
test_091,False,True,False
normal_132,False,True,False
normal_115,False,True,False
test_115,False,True,False
normal_152,False,True,False
normal_148,False,True,False
normal_096,False,True,False
test_095,False,True,False
normal_056,False,True,False
test_056,False,True,False
normal_059,False,True,False
test_059,False,True,False
normal_108,False,True,False
test_107,False,True,False
normal_106,False,True,False
test_105,False,True,False
tumor_075,False,True,False
tumor_014,False,True,False
tumor_056,False,True,False
tumor_055,False,True,False
tumor_101,False,True,False
tumor_050,False,True,False
tumor_031,False,True,False
tumor_057,False,True,False
normal_011,False,True,False
test_011,False,True,False
tumor_084,False,True,False
normal_016,False,True,False
test_016,False,True,False
tumor_008,False,True,False
tumor_015,False,True,False
tumor_013,False,True,False
tumor_085,False,True,False
normal_136,False,False,True
normal_158,False,False,True
normal_070,False,False,True
test_070,False,False,True
normal_078,False,False,True
test_078,False,False,True
normal_067,False,False,True
test_067,False,False,True
normal_124,False,False,True
test_125,False,False,True
normal_159,False,False,True
normal_032,False,False,True
test_032,False,False,True
normal_144,False,False,True
normal_113,False,False,True
test_112,False,False,True
normal_009,False,False,True
test_009,False,False,True
tumor_105,False,False,True
tumor_072,False,False,True
tumor_109,False,False,True
tumor_098,False,False,True
normal_068,False,False,True
test_068,False,False,True
tumor_043,False,False,True
tumor_040,False,False,True
tumor_007,False,False,True
tumor_107,False,False,True
tumor_011,False,False,True
tumor_027,False,False,True
tumor_041,False,False,True
tumor_005,False,False,True
tumor_077,False,False,True
tumor_063,False,False,True
normal_001,False,False,True
test_001,False,False,True
