,train,val,test
215,BRACS_1361,,
216,BRACS_1368,,
217,BRACS_1392,,
218,BRACS_1393,,
219,BRACS_1394,,
220,BRACS_1395,,
221,BRACS_1798,,
222,BRACS_3301,,
223,BRACS_755,,
224,BRACS_762,,
225,BRACS_1238,,
226,BRACS_1247,,
227,BRACS_1369,,
228,BRACS_1489,,
229,BRACS_1490,,
230,BRACS_1491,,
231,BRACS_1492,,
232,BRACS_1496,,
233,BRACS_1509,,
234,BRACS_1512,,
235,BRACS_1515,,
236,BRACS_1653,,
237,BRACS_1771,,
238,BRACS_1811,,
239,BRACS_1840,,
240,BRACS_1862,,
241,BRACS_1864,,
242,BRACS_1874,,
243,BRACS_1888,,
244,BRACS_1903,,
245,BRACS_1919,,
246,BRACS_1923,,
247,BRACS_1927,,
248,BRACS_1928,,
249,BRACS_1931,,
250,BRACS_1947,,
251,BRACS_1950,,
252,BRACS_1970,,
253,BRACS_1999,,
254,BRACS_1003697,,
255,BRACS_1283,,
256,BRACS_1474,,
257,BRACS_1476,,
258,BRACS_1588,,
259,BRACS_1597,,
260,BRACS_1602,,
261,BRACS_1872,,
262,BRACS_1897,,
263,BRACS_735,,
264,BRACS_736,,
265,BRACS_737,,
266,BRACS_1366,,
267,BRACS_1367,,
268,BRACS_1607,,
269,BRACS_1883,,
270,BRACS_1935,,
271,BRACS_3302,,
272,BRACS_1267,,
273,BRACS_1378,,
274,BRACS_1385,,
275,BRACS_1386,,
276,BRACS_1401,,
277,BRACS_1403,,
278,BRACS_1405,,
279,BRACS_1507,,
280,BRACS_1641,,
281,BRACS_1658,,
282,BRACS_1973,,
283,BRACS_1998,,
284,BRACS_3275,,
285,BRACS_3277,,
286,BRACS_3292,,
287,BRACS_1003675,,
288,BRACS_1003713,,
289,BRACS_1003714,,
290,BRACS_1003715,,
291,BRACS_1579,,
292,BRACS_1601,,
293,BRACS_1820,,
294,BRACS_1855,,
295,BRACS_3322,,
296,BRACS_1261,,
297,BRACS_1296,,
298,BRACS_1584,,
299,BRACS_1585,,
300,BRACS_1974,,
301,BRACS_1978,,
302,BRACS_1979,,
303,BRACS_1981,,
304,BRACS_1486,,
305,BRACS_1494,,
306,BRACS_1616,,
307,BRACS_1622,,
308,BRACS_1794,,
309,BRACS_1795,,
310,BRACS_1860,,
311,BRACS_1863,,
312,BRACS_1877,,
313,BRACS_1882,,
314,BRACS_1911,,
315,BRACS_1912,,
316,BRACS_1913,,
317,BRACS_1915,,
318,BRACS_1922,,
319,BRACS_1932,,
320,BRACS_1934,,
321,BRACS_1969,,
322,BRACS_1987,,
323,BRACS_1003728,,
324,BRACS_1228,,
325,BRACS_1503,,
326,BRACS_1589,,
327,BRACS_1825,,
328,BRACS_1844,,
329,BRACS_1856,,
330,BRACS_1892,,
331,BRACS_1895,,
332,BRACS_1938,,
333,BRACS_1003691,,
334,BRACS_1003694,,
335,BRACS_1271,,
336,BRACS_1797,,
337,BRACS_1876,,
338,BRACS_1885,,
339,BRACS_1977,,
340,BRACS_1982,,
341,BRACS_1983,,
342,BRACS_743,,
343,BRACS_1250,,
344,BRACS_1257,,
345,BRACS_1773,,
346,BRACS_1775,,
347,BRACS_1778,,
348,BRACS_1788,,
349,BRACS_1815,,
350,BRACS_1838,,
351,BRACS_1857,,
352,BRACS_1858,,
353,BRACS_1865,,
354,BRACS_1871,,
355,BRACS_1916,,
356,BRACS_1926,,
357,BRACS_1968,,
358,BRACS_1971,,
359,BRACS_1003693,,
360,BRACS_300,,
361,BRACS_1814,,
362,BRACS_1936,,
363,BRACS_1937,,
364,BRACS_1941,,
365,BRACS_1943,,
366,BRACS_1944,,
367,BRACS_1954,,
368,BRACS_1955,,
369,BRACS_2007,,
370,BRACS_1610,,
371,BRACS_1799,,
372,BRACS_1975,,
373,BRACS_3266,,
374,BRACS_3285,,
375,BRACS_1244,,
376,BRACS_1270,,
377,BRACS_1335,,
378,BRACS_1337,,
379,BRACS_1409,,
380,BRACS_1495,,
381,BRACS_1498,,
382,BRACS_1594,,
383,BRACS_1596,,
384,BRACS_1604,,
385,BRACS_1617,,
386,BRACS_1618,,
387,BRACS_1642,,
388,BRACS_1667,,
389,BRACS_1780,,
390,BRACS_1782,,
391,BRACS_1783,,
392,BRACS_1785,,
393,BRACS_1786,,
394,BRACS_1787,,
395,BRACS_1789,,
396,BRACS_1791,,
397,BRACS_1793,,
398,BRACS_1836,,
399,BRACS_1837,,
400,BRACS_1873,,
401,BRACS_1881,,
402,BRACS_1914,,
403,BRACS_1917,,
404,BRACS_1918,,
405,BRACS_1949,,
406,BRACS_1958,,
407,BRACS_1963,,
408,BRACS_1995,,
409,BRACS_1996,,
410,BRACS_1997,,
411,BRACS_2001,,
412,BRACS_2005,,
413,BRACS_3278,,
414,BRACS_3310,,
415,BRACS_3313,,
416,BRACS_3317,,
417,BRACS_1003685,,
418,BRACS_1003707,,
419,BRACS_1334,,
420,BRACS_1416,,
421,BRACS_1821,,
422,BRACS_1824,,
423,BRACS_1848,,
424,BRACS_1853,,
425,BRACS_1896,,
426,BRACS_1952,,
427,BRACS_1295,,
428,BRACS_1591,,
429,BRACS_1609,,
430,BRACS_1003661,,
