,train,val,test
41,BRACS_1779,BRACS_1503,BRACS_1860
42,BRACS_1784,BRACS_1871,BRACS_1774
43,BRACS_1796,BRACS_1239,BRACS_1954
44,BRACS_1832,BRACS_1610,BRACS_1944
45,BRACS_1833,BRACS_1814,BRACS_1250
46,BRACS_1839,BRACS_1821,BRACS_1957
47,BRACS_1841,BRACS_1793,BRACS_1834
48,BRACS_1866,BRACS_1581,BRACS_1003707
49,BRACS_1869,BRACS_3273,BRACS_1619
50,BRACS_1879,BRACS_1952,BRACS_1244
51,BRACS_1890,BRACS_1594,BRACS_1609
52,BRACS_1893,BRACS_1958,BRACS_2005
53,BRACS_1900,,
54,BRACS_1901,,
55,BRACS_1902,,
56,BRACS_1904,,
57,BRACS_1905,,
58,BRACS_1924,,
59,BRACS_1948,,
60,BRACS_1960,,
61,BRACS_1961,,
62,BRACS_1962,,
63,BRACS_1964,,
64,BRACS_1965,,
65,BRACS_1966,,
66,BRACS_1967,,
67,BRACS_1972,,
68,BRACS_1986,,
69,BRACS_1988,,
70,BRACS_1989,,
71,BRACS_1994,,
72,BRACS_2000,,
73,BRACS_2002,,
74,BRACS_3268,,
75,BRACS_3269,,
76,BRACS_3270,,
77,BRACS_3271,,
78,BRACS_3272,,
79,BRACS_3274,,
80,BRACS_3279,,
81,BRACS_3281,,
82,BRACS_3283,,
83,BRACS_3311,,
84,BRACS_3312,,
85,BRACS_3335,,
86,BRACS_3336,,
87,BRACS_1003658,,
88,BRACS_1003659,,
89,BRACS_1003668,,
90,BRACS_1003669,,
91,BRACS_1003671,,
92,BRACS_1003672,,
93,BRACS_1003686,,
94,BRACS_1003700,,
95,BRACS_1003706,,
96,BRACS_1003710,,
97,BRACS_1003724,,
98,BRACS_1003725,,
99,BRACS_1003730,,
100,BRACS_1003734,,
101,BRACS_1842,,
102,BRACS_1843,,
103,BRACS_1845,,
104,BRACS_1847,,
105,BRACS_1850,,
106,BRACS_1851,,
107,BRACS_1852,,
108,BRACS_1906,,
109,BRACS_3324,,
110,BRACS_1275,,
111,BRACS_1276,,
112,BRACS_1423,,
113,BRACS_1424,,
114,BRACS_1980,,
115,BRACS_3295,,
116,BRACS_3296,,
117,BRACS_280,,
118,BRACS_288,,
119,BRACS_297,,
120,BRACS_298,,
121,BRACS_311,,
122,BRACS_734,,
123,BRACS_747,,
124,BRACS_749,,
125,BRACS_750,,
126,BRACS_753,,
127,BRACS_754,,
128,BRACS_756,,
129,BRACS_757,,
130,BRACS_759,,
131,BRACS_773,,
132,BRACS_1231,,
133,BRACS_1232,,
134,BRACS_1233,,
135,BRACS_1235,,
136,BRACS_1263,,
137,BRACS_1265,,
138,BRACS_1272,,
139,BRACS_1277,,
140,BRACS_1287,,
141,BRACS_1288,,
142,BRACS_1289,,
143,BRACS_1292,,
144,BRACS_1293,,
145,BRACS_1356,,
146,BRACS_1357,,
147,BRACS_1358,,
148,BRACS_1360,,
149,BRACS_1406,,
150,BRACS_1477,,
151,BRACS_1478,,
152,BRACS_1487,,
153,BRACS_1516,,
154,BRACS_1635,,
155,BRACS_1636,,
156,BRACS_1637,,
157,BRACS_1639,,
158,BRACS_1643,,
159,BRACS_1646,,
160,BRACS_1649,,
161,BRACS_1650,,
162,BRACS_1652,,
163,BRACS_1654,,
164,BRACS_1810,,
165,BRACS_1812,,
166,BRACS_1827,,
167,BRACS_1828,,
168,BRACS_1829,,
169,BRACS_1830,,
170,BRACS_1875,,
171,BRACS_1984,,
172,BRACS_3293,,
173,BRACS_3305,,
174,BRACS_3308,,
175,BRACS_3315,,
176,BRACS_3316,,
177,BRACS_3319,,
178,BRACS_3320,,
179,BRACS_3321,,
180,BRACS_1003667,,
181,BRACS_1003670,,
182,BRACS_1003673,,
183,BRACS_1003678,,
184,BRACS_1003684,,
185,BRACS_1003703,,
186,BRACS_1003708,,
187,BRACS_1003709,,
188,BRACS_1003721,,
189,BRACS_1003722,,
190,BRACS_1003723,,
191,BRACS_1003727,,
192,BRACS_1003731,,
193,BRACS_1003732,,
194,BRACS_286,,
195,BRACS_292,,
196,BRACS_301,,
197,BRACS_305,,
198,BRACS_310,,
199,BRACS_1284,,
200,BRACS_1286,,
201,BRACS_1411,,
202,BRACS_1413,,
203,BRACS_1414,,
204,BRACS_1578,,
205,BRACS_1580,,
206,BRACS_1587,,
207,BRACS_1817,,
208,BRACS_1823,,
209,BRACS_1908,,
210,BRACS_1910,,
211,BRACS_3323,,
212,BRACS_738,,
213,BRACS_739,,
214,BRACS_1361,,
215,BRACS_1362,,
216,BRACS_1368,,
217,BRACS_1392,,
218,BRACS_1393,,
219,BRACS_1394,,
220,BRACS_1395,,
221,BRACS_1798,,
222,BRACS_3301,,
223,BRACS_1247,,
224,BRACS_1369,,
225,BRACS_1489,,
226,BRACS_1490,,
227,BRACS_1492,,
228,BRACS_1496,,
229,BRACS_1497,,
230,BRACS_1509,,
231,BRACS_1512,,
232,BRACS_1514,,
233,BRACS_1515,,
234,BRACS_1653,,
235,BRACS_1771,,
236,BRACS_1811,,
237,BRACS_1816,,
238,BRACS_1835,,
239,BRACS_1840,,
240,BRACS_1862,,
241,BRACS_1864,,
242,BRACS_1874,,
243,BRACS_1888,,
244,BRACS_1920,,
245,BRACS_1921,,
246,BRACS_1927,,
247,BRACS_1928,,
248,BRACS_1930,,
249,BRACS_1931,,
250,BRACS_1950,,
251,BRACS_1970,,
252,BRACS_1999,,
253,BRACS_1003697,,
254,BRACS_1283,,
255,BRACS_1473,,
256,BRACS_1474,,
257,BRACS_1476,,
258,BRACS_1588,,
259,BRACS_1597,,
260,BRACS_1602,,
261,BRACS_1867,,
262,BRACS_1872,,
263,BRACS_1878,,
264,BRACS_1945,,
265,BRACS_735,,
266,BRACS_737,,
267,BRACS_1366,,
268,BRACS_1367,,
269,BRACS_1607,,
270,BRACS_1935,,
271,BRACS_3302,,
272,BRACS_1267,,
273,BRACS_1269,,
274,BRACS_1378,,
275,BRACS_1385,,
276,BRACS_1386,,
277,BRACS_1401,,
278,BRACS_1403,,
279,BRACS_1405,,
280,BRACS_1507,,
281,BRACS_1513,,
282,BRACS_1658,,
283,BRACS_1973,,
284,BRACS_1998,,
285,BRACS_3275,,
286,BRACS_3277,,
287,BRACS_3282,,
288,BRACS_3292,,
289,BRACS_1003675,,
290,BRACS_1003713,,
291,BRACS_1003714,,
292,BRACS_1003716,,
293,BRACS_1598,,
294,BRACS_1855,,
295,BRACS_1261,,
296,BRACS_1296,,
297,BRACS_1584,,
298,BRACS_1585,,
299,BRACS_1614,,
300,BRACS_1632,,
301,BRACS_1974,,
302,BRACS_1979,,
303,BRACS_1981,,
304,BRACS_1379,,
305,BRACS_1486,,
306,BRACS_1494,,
307,BRACS_1499,,
308,BRACS_1616,,
309,BRACS_1622,,
310,BRACS_1794,,
311,BRACS_1808,,
312,BRACS_1863,,
313,BRACS_1877,,
314,BRACS_1882,,
315,BRACS_1899,,
316,BRACS_1911,,
317,BRACS_1913,,
318,BRACS_1915,,
319,BRACS_1922,,
320,BRACS_1932,,
321,BRACS_1933,,
322,BRACS_1934,,
323,BRACS_1969,,
324,BRACS_3318,,
325,BRACS_1228,,
326,BRACS_1825,,
327,BRACS_1844,,
328,BRACS_1849,,
329,BRACS_1856,,
330,BRACS_1892,,
331,BRACS_1895,,
332,BRACS_1938,,
333,BRACS_1003694,,
334,BRACS_1271,,
335,BRACS_1797,,
336,BRACS_1876,,
337,BRACS_1885,,
338,BRACS_1953,,
339,BRACS_1977,,
340,BRACS_1982,,
341,BRACS_1983,,
342,BRACS_743,,
343,BRACS_1257,,
344,BRACS_1319,,
345,BRACS_1506,,
346,BRACS_1510,,
347,BRACS_1773,,
348,BRACS_1775,,
349,BRACS_1777,,
350,BRACS_1778,,
351,BRACS_1788,,
352,BRACS_1815,,
353,BRACS_1838,,
354,BRACS_1857,,
355,BRACS_1858,,
356,BRACS_1865,,
357,BRACS_1916,,
358,BRACS_1926,,
359,BRACS_1968,,
360,BRACS_1971,,
361,BRACS_1003693,,
362,BRACS_300,,
363,BRACS_1813,,
364,BRACS_1936,,
365,BRACS_1937,,
366,BRACS_1941,,
367,BRACS_1943,,
368,BRACS_1955,,
369,BRACS_2007,,
370,BRACS_1799,,
371,BRACS_1886,,
372,BRACS_1975,,
373,BRACS_3266,,
374,BRACS_3285,,
375,BRACS_1270,,
376,BRACS_1326,,
377,BRACS_1335,,
378,BRACS_1337,,
379,BRACS_1409,,
380,BRACS_1495,,
381,BRACS_1498,,
382,BRACS_1596,,
383,BRACS_1604,,
384,BRACS_1606,,
385,BRACS_1617,,
386,BRACS_1618,,
387,BRACS_1621,,
388,BRACS_1642,,
389,BRACS_1667,,
390,BRACS_1780,,
391,BRACS_1782,,
392,BRACS_1783,,
393,BRACS_1785,,
394,BRACS_1786,,
395,BRACS_1787,,
396,BRACS_1789,,
397,BRACS_1791,,
398,BRACS_1792,,
399,BRACS_1836,,
400,BRACS_1837,,
401,BRACS_1873,,
402,BRACS_1881,,
403,BRACS_1914,,
404,BRACS_1917,,
405,BRACS_1918,,
406,BRACS_1946,,
407,BRACS_1949,,
408,BRACS_1963,,
409,BRACS_1993,,
410,BRACS_1995,,
411,BRACS_1996,,
412,BRACS_1997,,
413,BRACS_2001,,
414,BRACS_3278,,
415,BRACS_3310,,
416,BRACS_3313,,
417,BRACS_3317,,
418,BRACS_1003685,,
419,BRACS_1334,,
420,BRACS_1416,,
421,BRACS_1824,,
422,BRACS_1848,,
423,BRACS_1853,,
424,BRACS_1896,,
425,BRACS_265,,
426,BRACS_1295,,
427,BRACS_1591,,
428,BRACS_1595,,
429,BRACS_3284,,
430,BRACS_1003661,,
