,train,val,test
BRACS_3276,True,False,False
BRACS_3279,True,False,False
BRACS_3281,True,False,False
BRACS_3283,True,False,False
BRACS_3309,True,False,False
BRACS_3311,True,False,False
BRACS_3334,True,False,False
BRACS_3335,True,False,False
BRACS_1003658,True,False,False
BRACS_1003659,True,False,False
BRACS_1003669,True,False,False
BRACS_1003671,True,False,False
BRACS_1003672,True,False,False
BRACS_1003686,True,False,False
BRACS_1003700,True,False,False
BRACS_1003706,True,False,False
BRACS_1003710,True,False,False
BRACS_1003724,True,False,False
BRACS_1003725,True,False,False
BRACS_1003730,True,False,False
BRACS_1003734,True,False,False
BRACS_264,True,False,False
BRACS_1330,True,False,False
BRACS_1412,True,False,False
BRACS_1842,True,False,False
BRACS_1845,True,False,False
BRACS_1846,True,False,False
BRACS_1847,True,False,False
BRACS_1851,True,False,False
BRACS_1870,True,False,False
BRACS_1906,True,False,False
BRACS_1940,True,False,False
BRACS_1942,True,False,False
BRACS_1275,True,False,False
BRACS_1276,True,False,False
BRACS_1423,True,False,False
BRACS_1608,True,False,False
BRACS_3295,True,False,False
BRACS_3298,True,False,False
BRACS_3337,True,False,False
BRACS_280,True,False,False
BRACS_281,True,False,False
BRACS_283,True,False,False
BRACS_288,True,False,False
BRACS_295,True,False,False
BRACS_297,True,False,False
BRACS_298,True,False,False
BRACS_734,True,False,False
BRACS_747,True,False,False
BRACS_748,True,False,False
BRACS_749,True,False,False
BRACS_750,True,False,False
BRACS_752,True,False,False
BRACS_753,True,False,False
BRACS_756,True,False,False
BRACS_757,True,False,False
BRACS_759,True,False,False
BRACS_773,True,False,False
BRACS_1231,True,False,False
BRACS_1233,True,False,False
BRACS_1235,True,False,False
BRACS_1263,True,False,False
BRACS_1265,True,False,False
BRACS_1272,True,False,False
BRACS_1277,True,False,False
BRACS_1288,True,False,False
BRACS_1293,True,False,False
BRACS_1356,True,False,False
BRACS_1357,True,False,False
BRACS_1358,True,False,False
BRACS_1360,True,False,False
BRACS_1406,True,False,False
BRACS_1407,True,False,False
BRACS_1477,True,False,False
BRACS_1478,True,False,False
BRACS_1487,True,False,False
BRACS_1516,True,False,False
BRACS_1635,True,False,False
BRACS_1636,True,False,False
BRACS_1637,True,False,False
BRACS_1639,True,False,False
BRACS_1643,True,False,False
BRACS_1646,True,False,False
BRACS_1648,True,False,False
BRACS_1649,True,False,False
BRACS_1650,True,False,False
BRACS_1652,True,False,False
BRACS_1654,True,False,False
BRACS_1810,True,False,False
BRACS_1812,True,False,False
BRACS_1827,True,False,False
BRACS_1828,True,False,False
BRACS_1829,True,False,False
BRACS_1831,True,False,False
BRACS_1875,True,False,False
BRACS_1984,True,False,False
BRACS_3289,True,False,False
BRACS_3290,True,False,False
BRACS_3291,True,False,False
BRACS_3294,True,False,False
BRACS_3305,True,False,False
BRACS_3308,True,False,False
BRACS_3315,True,False,False
BRACS_3316,True,False,False
BRACS_3319,True,False,False
BRACS_3321,True,False,False
BRACS_1003667,True,False,False
BRACS_1003670,True,False,False
BRACS_1003673,True,False,False
BRACS_1003678,True,False,False
BRACS_1003684,True,False,False
BRACS_1003692,True,False,False
BRACS_1003698,True,False,False
BRACS_1003699,True,False,False
BRACS_1003703,True,False,False
BRACS_1003709,True,False,False
BRACS_1003721,True,False,False
BRACS_1003722,True,False,False
BRACS_1003723,True,False,False
BRACS_1003727,True,False,False
BRACS_1003731,True,False,False
BRACS_1003732,True,False,False
BRACS_286,True,False,False
BRACS_301,True,False,False
BRACS_1284,True,False,False
BRACS_1286,True,False,False
BRACS_1413,True,False,False
BRACS_1414,True,False,False
BRACS_1578,True,False,False
BRACS_1580,True,False,False
BRACS_1587,True,False,False
BRACS_1590,True,False,False
BRACS_1817,True,False,False
BRACS_1826,True,False,False
BRACS_1910,True,False,False
BRACS_3323,True,False,False
BRACS_738,True,False,False
BRACS_740,True,False,False
BRACS_1361,True,False,False
BRACS_1362,True,False,False
BRACS_1368,True,False,False
BRACS_1392,True,False,False
BRACS_1393,True,False,False
BRACS_1395,True,False,False
BRACS_1798,True,False,False
BRACS_3301,True,False,False
BRACS_755,True,False,False
BRACS_762,True,False,False
BRACS_1238,True,False,False
BRACS_1369,True,False,False
BRACS_1489,True,False,False
BRACS_1490,True,False,False
BRACS_1492,True,False,False
BRACS_1496,True,False,False
BRACS_1497,True,False,False
BRACS_1514,True,False,False
BRACS_1515,True,False,False
BRACS_1771,True,False,False
BRACS_1811,True,False,False
BRACS_1816,True,False,False
BRACS_1835,True,False,False
BRACS_1840,True,False,False
BRACS_1862,True,False,False
BRACS_1864,True,False,False
BRACS_1888,True,False,False
BRACS_1903,True,False,False
BRACS_1919,True,False,False
BRACS_1920,True,False,False
BRACS_1921,True,False,False
BRACS_1923,True,False,False
BRACS_1928,True,False,False
BRACS_1929,True,False,False
BRACS_1930,True,False,False
BRACS_1931,True,False,False
BRACS_1947,True,False,False
BRACS_1950,True,False,False
BRACS_1970,True,False,False
BRACS_1999,True,False,False
BRACS_1003697,True,False,False
BRACS_1283,True,False,False
BRACS_1476,True,False,False
BRACS_1597,True,False,False
BRACS_1602,True,False,False
BRACS_1867,True,False,False
BRACS_1872,True,False,False
BRACS_1897,True,False,False
BRACS_1945,True,False,False
BRACS_735,True,False,False
BRACS_736,True,False,False
BRACS_737,True,False,False
BRACS_1366,True,False,False
BRACS_1367,True,False,False
BRACS_1607,True,False,False
BRACS_1883,True,False,False
BRACS_3302,True,False,False
BRACS_1267,True,False,False
BRACS_1269,True,False,False
BRACS_1378,True,False,False
BRACS_1385,True,False,False
BRACS_1401,True,False,False
BRACS_1405,True,False,False
BRACS_1507,True,False,False
BRACS_1513,True,False,False
BRACS_1658,True,False,False
BRACS_1973,True,False,False
BRACS_1998,True,False,False
BRACS_3277,True,False,False
BRACS_3292,True,False,False
BRACS_1003675,True,False,False
BRACS_1003713,True,False,False
BRACS_1003714,True,False,False
BRACS_1003715,True,False,False
BRACS_1003716,True,False,False
BRACS_1579,True,False,False
BRACS_1598,True,False,False
BRACS_1601,True,False,False
BRACS_1820,True,False,False
BRACS_1855,True,False,False
BRACS_3322,True,False,False
BRACS_1261,True,False,False
BRACS_1296,True,False,False
BRACS_1584,True,False,False
BRACS_1585,True,False,False
BRACS_1614,True,False,False
BRACS_1974,True,False,False
BRACS_1978,True,False,False
BRACS_1981,True,False,False
BRACS_1486,True,False,False
BRACS_1499,True,False,False
BRACS_1616,True,False,False
BRACS_1622,True,False,False
BRACS_1860,True,False,False
BRACS_1861,True,False,False
BRACS_1863,True,False,False
BRACS_1882,True,False,False
BRACS_1899,True,False,False
BRACS_1911,True,False,False
BRACS_1912,True,False,False
BRACS_1913,True,False,False
BRACS_1915,True,False,False
BRACS_1925,True,False,False
BRACS_1933,True,False,False
BRACS_1934,True,False,False
BRACS_1969,True,False,False
BRACS_1987,True,False,False
BRACS_1003728,True,False,False
BRACS_1228,True,False,False
BRACS_1503,True,False,False
BRACS_1589,True,False,False
BRACS_1825,True,False,False
BRACS_1844,True,False,False
BRACS_1849,True,False,False
BRACS_1856,True,False,False
BRACS_1892,True,False,False
BRACS_1895,True,False,False
BRACS_1938,True,False,False
BRACS_1003691,True,False,False
BRACS_1003694,True,False,False
BRACS_1797,True,False,False
BRACS_1876,True,False,False
BRACS_1885,True,False,False
BRACS_1953,True,False,False
BRACS_1977,True,False,False
BRACS_1982,True,False,False
BRACS_1983,True,False,False
BRACS_743,True,False,False
BRACS_1239,True,False,False
BRACS_1257,True,False,False
BRACS_1319,True,False,False
BRACS_1773,True,False,False
BRACS_1774,True,False,False
BRACS_1775,True,False,False
BRACS_1777,True,False,False
BRACS_1778,True,False,False
BRACS_1788,True,False,False
BRACS_1838,True,False,False
BRACS_1865,True,False,False
BRACS_1871,True,False,False
BRACS_1916,True,False,False
BRACS_1926,True,False,False
BRACS_1968,True,False,False
BRACS_1971,True,False,False
BRACS_1003693,True,False,False
BRACS_300,True,False,False
BRACS_1813,True,False,False
BRACS_1814,True,False,False
BRACS_1936,True,False,False
BRACS_1941,True,False,False
BRACS_1943,True,False,False
BRACS_1944,True,False,False
BRACS_1954,True,False,False
BRACS_1955,True,False,False
BRACS_2007,True,False,False
BRACS_1610,True,False,False
BRACS_1799,True,False,False
BRACS_1886,True,False,False
BRACS_1975,True,False,False
BRACS_3266,True,False,False
BRACS_1244,True,False,False
BRACS_1270,True,False,False
BRACS_1335,True,False,False
BRACS_1337,True,False,False
BRACS_1409,True,False,False
BRACS_1495,True,False,False
BRACS_1498,True,False,False
BRACS_1581,True,False,False
BRACS_1604,True,False,False
BRACS_1617,True,False,False
BRACS_1618,True,False,False
BRACS_1621,True,False,False
BRACS_1642,True,False,False
BRACS_1667,True,False,False
BRACS_1780,True,False,False
BRACS_1782,True,False,False
BRACS_1783,True,False,False
BRACS_1785,True,False,False
BRACS_1786,True,False,False
BRACS_1787,True,False,False
BRACS_1789,True,False,False
BRACS_1791,True,False,False
BRACS_1792,True,False,False
BRACS_1793,True,False,False
BRACS_1836,True,False,False
BRACS_1881,True,False,False
BRACS_1914,True,False,False
BRACS_1917,True,False,False
BRACS_1918,True,False,False
BRACS_1949,True,False,False
BRACS_1957,True,False,False
BRACS_1963,True,False,False
BRACS_1993,True,False,False
BRACS_1995,True,False,False
BRACS_1996,True,False,False
BRACS_2001,True,False,False
BRACS_2005,True,False,False
BRACS_3273,True,False,False
BRACS_3278,True,False,False
BRACS_3310,True,False,False
BRACS_3317,True,False,False
BRACS_1003685,True,False,False
BRACS_1003707,True,False,False
BRACS_1334,True,False,False
BRACS_1416,True,False,False
BRACS_1619,True,False,False
BRACS_1821,True,False,False
BRACS_1824,True,False,False
BRACS_1853,True,False,False
BRACS_1952,True,False,False
BRACS_265,True,False,False
BRACS_1591,True,False,False
BRACS_1595,True,False,False
BRACS_1609,True,False,False
BRACS_3284,True,False,False
BRACS_1003661,True,False,False
BRACS_3296,False,True,False
BRACS_1988,False,True,False
BRACS_1248,False,True,False
BRACS_1879,False,True,False
BRACS_1329,False,True,False
BRACS_1633,False,True,False
BRACS_1852,False,True,False
BRACS_1866,False,True,False
BRACS_1241,False,True,False
BRACS_758,False,True,False
BRACS_1661,False,True,False
BRACS_3312,False,True,False
BRACS_760,False,True,False
BRACS_1336,False,True,False
BRACS_3293,False,True,False
BRACS_1823,False,True,False
BRACS_1003677,False,True,False
BRACS_311,False,True,False
BRACS_1638,False,True,False
BRACS_1279,False,True,False
BRACS_1484,False,True,False
BRACS_3314,False,True,False
BRACS_305,False,True,False
BRACS_1232,False,True,False
BRACS_291,False,True,False
BRACS_754,False,True,False
BRACS_1908,False,True,False
BRACS_1474,False,True,False
BRACS_1874,False,True,False
BRACS_1588,False,True,False
BRACS_1927,False,True,False
BRACS_1473,False,True,False
BRACS_1509,False,True,False
BRACS_1632,False,True,False
BRACS_1979,False,True,False
BRACS_3282,False,True,False
BRACS_1641,False,True,False
BRACS_1877,False,True,False
BRACS_1271,False,True,False
BRACS_3318,False,True,False
BRACS_1379,False,True,False
BRACS_1922,False,True,False
BRACS_1857,False,True,False
BRACS_1506,False,True,False
BRACS_1510,False,True,False
BRACS_1815,False,True,False
BRACS_1997,False,True,False
BRACS_1837,False,True,False
BRACS_1295,False,True,False
BRACS_1834,False,True,False
BRACS_1946,False,True,False
BRACS_1596,False,True,False
BRACS_1848,False,True,False
BRACS_761,False,False,True
BRACS_1251,False,False,True
BRACS_1843,False,False,True
BRACS_1986,False,False,True
BRACS_1980,False,False,True
BRACS_1003668,False,False,True
BRACS_3336,False,False,True
BRACS_1324,False,False,True
BRACS_1634,False,False,True
BRACS_2002,False,False,True
BRACS_1508,False,False,True
BRACS_1424,False,False,True
BRACS_3324,False,False,True
BRACS_1850,False,False,True
BRACS_1292,False,False,True
BRACS_1003708,False,False,True
BRACS_1374,False,False,True
BRACS_292,False,False,True
BRACS_1287,False,False,True
BRACS_310,False,False,True
BRACS_739,False,False,True
BRACS_1830,False,False,True
BRACS_1394,False,False,True
BRACS_1411,False,False,True
BRACS_1647,False,False,True
BRACS_1289,False,False,True
BRACS_3320,False,False,True
BRACS_1935,False,False,True
BRACS_1247,False,False,True
BRACS_1653,False,False,True
BRACS_1878,False,False,True
BRACS_1512,False,False,True
BRACS_1491,False,False,True
BRACS_1645,False,False,True
BRACS_1403,False,False,True
BRACS_3275,False,False,True
BRACS_1386,False,False,True
BRACS_1794,False,False,True
BRACS_1808,False,False,True
BRACS_1932,False,False,True
BRACS_1494,False,False,True
BRACS_1795,False,False,True
BRACS_1937,False,False,True
BRACS_1250,False,False,True
BRACS_3285,False,False,True
BRACS_1858,False,False,True
BRACS_1326,False,False,True
BRACS_1594,False,False,True
BRACS_1958,False,False,True
BRACS_1606,False,False,True
BRACS_1873,False,False,True
BRACS_3313,False,False,True
BRACS_1896,False,False,True
