,train,val,test
109,BRACS_1275,,
110,BRACS_1276,,
111,BRACS_1423,,
112,BRACS_1608,,
113,BRACS_1980,,
114,BRACS_3295,,
115,BRACS_3296,,
116,BRACS_3298,,
117,BRACS_280,,
118,BRACS_283,,
119,BRACS_288,,
120,BRACS_291,,
121,BRACS_298,,
122,BRACS_311,,
123,BRACS_734,,
124,BRACS_747,,
125,BRACS_749,,
126,BRACS_750,,
127,BRACS_752,,
128,BRACS_753,,
129,BRACS_754,,
130,BRACS_756,,
131,BRACS_773,,
132,BRACS_1231,,
133,BRACS_1233,,
134,BRACS_1235,,
135,BRACS_1263,,
136,BRACS_1272,,
137,BRACS_1277,,
138,BRACS_1279,,
139,BRACS_1287,,
140,BRACS_1288,,
141,BRACS_1289,,
142,BRACS_1293,,
143,BRACS_1356,,
144,BRACS_1357,,
145,BRACS_1358,,
146,BRACS_1374,,
147,BRACS_1407,,
148,BRACS_1477,,
149,BRACS_1478,,
150,BRACS_1484,,
151,BRACS_1487,,
152,BRACS_1516,,
153,BRACS_1635,,
154,BRACS_1636,,
155,BRACS_1637,,
156,BRACS_1639,,
157,BRACS_1643,,
158,BRACS_1646,,
159,BRACS_1647,,
160,BRACS_1649,,
161,BRACS_1650,,
162,BRACS_1654,,
163,BRACS_1812,,
164,BRACS_1827,,
165,BRACS_1828,,
166,BRACS_1829,,
167,BRACS_1830,,
168,BRACS_1831,,
169,BRACS_1875,,
170,BRACS_1984,,
171,BRACS_3289,,
172,BRACS_3290,,
173,BRACS_3291,,
174,BRACS_3293,,
175,BRACS_3294,,
176,BRACS_3305,,
177,BRACS_3308,,
178,BRACS_3314,,
179,BRACS_3315,,
180,BRACS_3316,,
181,BRACS_3319,,
182,BRACS_3320,,
183,BRACS_3321,,
184,BRACS_1003667,,
185,BRACS_1003670,,
186,BRACS_1003673,,
187,BRACS_1003677,,
188,BRACS_1003678,,
189,BRACS_1003684,,
190,BRACS_1003698,,
191,BRACS_1003699,,
192,BRACS_1003703,,
193,BRACS_1003708,,
194,BRACS_1003709,,
195,BRACS_1003721,,
196,BRACS_1003722,,
197,BRACS_1003723,,
198,BRACS_1003731,,
199,BRACS_1003732,,
200,BRACS_286,,
201,BRACS_292,,
202,BRACS_301,,
203,BRACS_305,,
204,BRACS_1284,,
205,BRACS_1286,,
206,BRACS_1411,,
207,BRACS_1413,,
208,BRACS_1414,,
209,BRACS_1580,,
210,BRACS_1587,,
211,BRACS_1590,,
212,BRACS_1823,,
213,BRACS_1826,,
214,BRACS_1908,,
215,BRACS_739,,
216,BRACS_740,,
217,BRACS_1361,,
218,BRACS_1368,,
219,BRACS_1393,,
220,BRACS_1394,,
221,BRACS_1395,,
222,BRACS_3301,,
223,BRACS_762,,
224,BRACS_1238,,
225,BRACS_1247,,
226,BRACS_1369,,
227,BRACS_1489,,
228,BRACS_1490,,
229,BRACS_1491,,
230,BRACS_1496,,
231,BRACS_1497,,
232,BRACS_1509,,
233,BRACS_1512,,
234,BRACS_1514,,
235,BRACS_1515,,
236,BRACS_1771,,
237,BRACS_1811,,
238,BRACS_1816,,
239,BRACS_1835,,
240,BRACS_1840,,
241,BRACS_1862,,
242,BRACS_1864,,
243,BRACS_1874,,
244,BRACS_1903,,
245,BRACS_1919,,
246,BRACS_1921,,
247,BRACS_1923,,
248,BRACS_1927,,
249,BRACS_1928,,
250,BRACS_1929,,
251,BRACS_1930,,
252,BRACS_1931,,
253,BRACS_1947,,
254,BRACS_1950,,
255,BRACS_1970,,
256,BRACS_1003697,,
257,BRACS_1283,,
258,BRACS_1474,,
259,BRACS_1476,,
260,BRACS_1588,,
261,BRACS_1602,,
262,BRACS_1867,,
263,BRACS_1872,,
264,BRACS_1945,,
265,BRACS_735,,
266,BRACS_736,,
267,BRACS_737,,
268,BRACS_1366,,
269,BRACS_1607,,
270,BRACS_1935,,
271,BRACS_3302,,
272,BRACS_1269,,
273,BRACS_1378,,
274,BRACS_1385,,
275,BRACS_1401,,
276,BRACS_1403,,
277,BRACS_1405,,
278,BRACS_1513,,
279,BRACS_1641,,
280,BRACS_1645,,
281,BRACS_1658,,
282,BRACS_1973,,
283,BRACS_1998,,
284,BRACS_3275,,
285,BRACS_3277,,
286,BRACS_3282,,
287,BRACS_3292,,
288,BRACS_1003675,,
289,BRACS_1003713,,
290,BRACS_1003714,,
291,BRACS_1003715,,
292,BRACS_1003716,,
293,BRACS_1598,,
294,BRACS_1820,,
295,BRACS_1855,,
296,BRACS_3322,,
297,BRACS_1296,,
298,BRACS_1584,,
299,BRACS_1585,,
300,BRACS_1614,,
301,BRACS_1632,,
302,BRACS_1979,,
303,BRACS_1981,,
304,BRACS_1486,,
305,BRACS_1499,,
306,BRACS_1616,,
307,BRACS_1622,,
308,BRACS_1794,,
309,BRACS_1795,,
310,BRACS_1808,,
311,BRACS_1860,,
312,BRACS_1861,,
313,BRACS_1863,,
314,BRACS_1877,,
315,BRACS_1882,,
316,BRACS_1911,,
317,BRACS_1912,,
318,BRACS_1913,,
319,BRACS_1922,,
320,BRACS_1925,,
321,BRACS_1934,,
322,BRACS_1987,,
323,BRACS_1003728,,
324,BRACS_1503,,
325,BRACS_1589,,
326,BRACS_1825,,
327,BRACS_1844,,
328,BRACS_1849,,
329,BRACS_1856,,
330,BRACS_1892,,
331,BRACS_1895,,
332,BRACS_1938,,
333,BRACS_1003691,,
334,BRACS_1003694,,
335,BRACS_1271,,
336,BRACS_1797,,
337,BRACS_1876,,
338,BRACS_1885,,
339,BRACS_1953,,
340,BRACS_1977,,
341,BRACS_1983,,
342,BRACS_1239,,
343,BRACS_1250,,
344,BRACS_1257,,
345,BRACS_1319,,
346,BRACS_1506,,
347,BRACS_1510,,
348,BRACS_1775,,
349,BRACS_1777,,
350,BRACS_1778,,
351,BRACS_1788,,
352,BRACS_1815,,
353,BRACS_1838,,
354,BRACS_1857,,
355,BRACS_1858,,
356,BRACS_1865,,
357,BRACS_1871,,
358,BRACS_1916,,
359,BRACS_1926,,
360,BRACS_1968,,
361,BRACS_300,,
362,BRACS_1813,,
363,BRACS_1814,,
364,BRACS_1936,,
365,BRACS_1943,,
366,BRACS_1944,,
367,BRACS_1954,,
368,BRACS_1955,,
369,BRACS_2007,,
370,BRACS_1610,,
371,BRACS_1799,,
372,BRACS_1886,,
373,BRACS_1975,,
374,BRACS_3285,,
375,BRACS_1244,,
376,BRACS_1270,,
377,BRACS_1326,,
378,BRACS_1337,,
379,BRACS_1409,,
380,BRACS_1581,,
381,BRACS_1596,,
382,BRACS_1604,,
383,BRACS_1606,,
384,BRACS_1617,,
385,BRACS_1618,,
386,BRACS_1667,,
387,BRACS_1780,,
388,BRACS_1782,,
389,BRACS_1783,,
390,BRACS_1785,,
391,BRACS_1787,,
392,BRACS_1789,,
393,BRACS_1792,,
394,BRACS_1793,,
395,BRACS_1834,,
396,BRACS_1836,,
397,BRACS_1837,,
398,BRACS_1873,,
399,BRACS_1881,,
400,BRACS_1914,,
401,BRACS_1917,,
402,BRACS_1918,,
403,BRACS_1946,,
404,BRACS_1949,,
405,BRACS_1957,,
406,BRACS_1958,,
407,BRACS_1963,,
408,BRACS_1993,,
409,BRACS_1995,,
410,BRACS_1997,,
411,BRACS_2001,,
412,BRACS_3278,,
413,BRACS_3310,,
414,BRACS_3317,,
415,BRACS_1003685,,
416,BRACS_1003707,,
417,BRACS_1334,,
418,BRACS_1416,,
419,BRACS_1619,,
420,BRACS_1821,,
421,BRACS_1824,,
422,BRACS_1848,,
423,BRACS_1896,,
424,BRACS_1952,,
425,BRACS_265,,
426,BRACS_1295,,
427,BRACS_1591,,
428,BRACS_1595,,
429,BRACS_3284,,
430,BRACS_1003661,,
