,train,val,test
BRACS_1578,True,False,False
BRACS_1580,True,False,False
BRACS_1587,True,False,False
BRACS_1817,True,False,False
BRACS_1823,True,False,False
BRACS_1908,True,False,False
BRACS_1910,True,False,False
BRACS_3323,True,False,False
BRACS_738,True,False,False
BRACS_739,True,False,False
BRACS_1361,True,False,False
BRACS_1362,True,False,False
BRACS_1368,True,False,False
BRACS_1392,True,False,False
BRACS_1393,True,False,False
BRACS_1394,True,False,False
BRACS_1395,True,False,False
BRACS_1798,True,False,False
BRACS_3301,True,False,False
BRACS_1247,True,False,False
BRACS_1369,True,False,False
BRACS_1489,True,False,False
BRACS_1490,True,False,False
BRACS_1492,True,False,False
BRACS_1496,True,False,False
BRACS_1497,True,False,False
BRACS_1509,True,False,False
BRACS_1512,True,False,False
BRACS_1514,True,False,False
BRACS_1515,True,False,False
BRACS_1653,True,False,False
BRACS_1771,True,False,False
BRACS_1811,True,False,False
BRACS_1816,True,False,False
BRACS_1835,True,False,False
BRACS_1840,True,False,False
BRACS_1862,True,False,False
BRACS_1864,True,False,False
BRACS_1874,True,False,False
BRACS_1888,True,False,False
BRACS_1920,True,False,False
BRACS_1921,True,False,False
BRACS_1927,True,False,False
BRACS_1928,True,False,False
BRACS_1930,True,False,False
BRACS_1931,True,False,False
BRACS_1950,True,False,False
BRACS_1970,True,False,False
BRACS_1999,True,False,False
BRACS_1003697,True,False,False
BRACS_1283,True,False,False
BRACS_1473,True,False,False
BRACS_1474,True,False,False
BRACS_1476,True,False,False
BRACS_1588,True,False,False
BRACS_1597,True,False,False
BRACS_1602,True,False,False
BRACS_1867,True,False,False
BRACS_1872,True,False,False
BRACS_1878,True,False,False
BRACS_1945,True,False,False
BRACS_735,True,False,False
BRACS_737,True,False,False
BRACS_1366,True,False,False
BRACS_1367,True,False,False
BRACS_1607,True,False,False
BRACS_1935,True,False,False
BRACS_3302,True,False,False
BRACS_1267,True,False,False
BRACS_1269,True,False,False
BRACS_1378,True,False,False
BRACS_1385,True,False,False
BRACS_1386,True,False,False
BRACS_1401,True,False,False
BRACS_1403,True,False,False
BRACS_1405,True,False,False
BRACS_1507,True,False,False
BRACS_1513,True,False,False
BRACS_1658,True,False,False
BRACS_1973,True,False,False
BRACS_1998,True,False,False
BRACS_3275,True,False,False
BRACS_3277,True,False,False
BRACS_3282,True,False,False
BRACS_3292,True,False,False
BRACS_1003675,True,False,False
BRACS_1003713,True,False,False
BRACS_1003714,True,False,False
BRACS_1003716,True,False,False
BRACS_1598,True,False,False
BRACS_1855,True,False,False
BRACS_1261,True,False,False
BRACS_1296,True,False,False
BRACS_1584,True,False,False
BRACS_1585,True,False,False
BRACS_1614,True,False,False
BRACS_1632,True,False,False
BRACS_1974,True,False,False
BRACS_1979,True,False,False
BRACS_1981,True,False,False
BRACS_1379,True,False,False
BRACS_1486,True,False,False
BRACS_1494,True,False,False
BRACS_1499,True,False,False
BRACS_1616,True,False,False
BRACS_1622,True,False,False
BRACS_1794,True,False,False
BRACS_1808,True,False,False
BRACS_1863,True,False,False
BRACS_1877,True,False,False
BRACS_1882,True,False,False
BRACS_1899,True,False,False
BRACS_1911,True,False,False
BRACS_1913,True,False,False
BRACS_1915,True,False,False
BRACS_1922,True,False,False
BRACS_1932,True,False,False
BRACS_1933,True,False,False
BRACS_1934,True,False,False
BRACS_1969,True,False,False
BRACS_3318,True,False,False
BRACS_1228,True,False,False
BRACS_1825,True,False,False
BRACS_1844,True,False,False
BRACS_1849,True,False,False
BRACS_1856,True,False,False
BRACS_1892,True,False,False
BRACS_1895,True,False,False
BRACS_1938,True,False,False
BRACS_1003694,True,False,False
BRACS_1271,True,False,False
BRACS_1797,True,False,False
BRACS_1876,True,False,False
BRACS_1885,True,False,False
BRACS_1953,True,False,False
BRACS_1977,True,False,False
BRACS_1982,True,False,False
BRACS_1983,True,False,False
BRACS_743,True,False,False
BRACS_1257,True,False,False
BRACS_1319,True,False,False
BRACS_1506,True,False,False
BRACS_1510,True,False,False
BRACS_1773,True,False,False
BRACS_1775,True,False,False
BRACS_1777,True,False,False
BRACS_1778,True,False,False
BRACS_1788,True,False,False
BRACS_1815,True,False,False
BRACS_1838,True,False,False
BRACS_1857,True,False,False
BRACS_1858,True,False,False
BRACS_1865,True,False,False
BRACS_1916,True,False,False
BRACS_1926,True,False,False
BRACS_1968,True,False,False
BRACS_1971,True,False,False
BRACS_1003693,True,False,False
BRACS_300,True,False,False
BRACS_1813,True,False,False
BRACS_1936,True,False,False
BRACS_1937,True,False,False
BRACS_1941,True,False,False
BRACS_1943,True,False,False
BRACS_1955,True,False,False
BRACS_2007,True,False,False
BRACS_1799,True,False,False
BRACS_1886,True,False,False
BRACS_1975,True,False,False
BRACS_3266,True,False,False
BRACS_3285,True,False,False
BRACS_1270,True,False,False
BRACS_1326,True,False,False
BRACS_1335,True,False,False
BRACS_1337,True,False,False
BRACS_1409,True,False,False
BRACS_1495,True,False,False
BRACS_1498,True,False,False
BRACS_1596,True,False,False
BRACS_1604,True,False,False
BRACS_1606,True,False,False
BRACS_1617,True,False,False
BRACS_1618,True,False,False
BRACS_1621,True,False,False
BRACS_1642,True,False,False
BRACS_1667,True,False,False
BRACS_1780,True,False,False
BRACS_1782,True,False,False
BRACS_1783,True,False,False
BRACS_1785,True,False,False
BRACS_1786,True,False,False
BRACS_1787,True,False,False
BRACS_1789,True,False,False
BRACS_1791,True,False,False
BRACS_1792,True,False,False
BRACS_1836,True,False,False
BRACS_1837,True,False,False
BRACS_1873,True,False,False
BRACS_1881,True,False,False
BRACS_1914,True,False,False
BRACS_1917,True,False,False
BRACS_1918,True,False,False
BRACS_1946,True,False,False
BRACS_1949,True,False,False
BRACS_1963,True,False,False
BRACS_1993,True,False,False
BRACS_1995,True,False,False
BRACS_1996,True,False,False
BRACS_1997,True,False,False
BRACS_2001,True,False,False
BRACS_3278,True,False,False
BRACS_3310,True,False,False
BRACS_3313,True,False,False
BRACS_3317,True,False,False
BRACS_1003685,True,False,False
BRACS_1334,True,False,False
BRACS_1416,True,False,False
BRACS_1824,True,False,False
BRACS_1848,True,False,False
BRACS_1853,True,False,False
BRACS_1896,True,False,False
BRACS_265,True,False,False
BRACS_1295,True,False,False
BRACS_1591,True,False,False
BRACS_1595,True,False,False
BRACS_3284,True,False,False
BRACS_1003661,True,False,False
BRACS_1321,False,True,False
BRACS_1318,False,True,False
BRACS_1240,False,True,False
BRACS_2004,False,True,False
BRACS_1329,False,True,False
BRACS_1940,False,True,False
BRACS_3337,False,True,False
BRACS_1656,False,True,False
BRACS_264,False,True,False
BRACS_1605,False,True,False
BRACS_1942,False,True,False
BRACS_1880,False,True,False
BRACS_1659,False,True,False
BRACS_1608,False,True,False
BRACS_1648,False,True,False
BRACS_740,False,True,False
BRACS_1003677,False,True,False
BRACS_3290,False,True,False
BRACS_3289,False,True,False
BRACS_1279,False,True,False
BRACS_1407,False,True,False
BRACS_1647,False,True,False
BRACS_1831,False,True,False
BRACS_3314,False,True,False
BRACS_1484,False,True,False
BRACS_1003692,False,True,False
BRACS_1590,False,True,False
BRACS_1903,False,True,False
BRACS_755,False,True,False
BRACS_1947,False,True,False
BRACS_1919,False,True,False
BRACS_1491,False,True,False
BRACS_762,False,True,False
BRACS_1978,False,True,False
BRACS_1641,False,True,False
BRACS_1003715,False,True,False
BRACS_3322,False,True,False
BRACS_1003691,False,True,False
BRACS_1987,False,True,False
BRACS_1925,False,True,False
BRACS_1795,False,True,False
BRACS_1503,False,True,False
BRACS_1871,False,True,False
BRACS_1239,False,True,False
BRACS_1610,False,True,False
BRACS_1814,False,True,False
BRACS_1821,False,True,False
BRACS_1793,False,True,False
BRACS_1581,False,True,False
BRACS_3273,False,True,False
BRACS_1952,False,True,False
BRACS_1594,False,True,False
BRACS_1958,False,True,False
BRACS_1325,False,False,True
BRACS_1669,False,False,True
BRACS_1846,False,False,True
BRACS_3309,False,False,True
BRACS_1772,False,False,True
BRACS_3334,False,False,True
BRACS_758,False,False,True
BRACS_3298,False,False,True
BRACS_3276,False,False,True
BRACS_1870,False,False,True
BRACS_1338,False,False,True
BRACS_1582,False,False,True
BRACS_1330,False,False,True
BRACS_1412,False,False,True
BRACS_283,False,False,True
BRACS_291,False,False,True
BRACS_3291,False,False,True
BRACS_752,False,False,True
BRACS_1826,False,False,True
BRACS_295,False,False,True
BRACS_1003698,False,False,True
BRACS_1638,False,False,True
BRACS_748,False,False,True
BRACS_281,False,False,True
BRACS_1374,False,False,True
BRACS_1003699,False,False,True
BRACS_3294,False,False,True
BRACS_1929,False,False,True
BRACS_1238,False,False,True
BRACS_1923,False,False,True
BRACS_736,False,False,True
BRACS_1883,False,False,True
BRACS_1897,False,False,True
BRACS_1645,False,False,True
BRACS_1820,False,False,True
BRACS_1579,False,False,True
BRACS_1601,False,False,True
BRACS_1589,False,False,True
BRACS_1912,False,False,True
BRACS_1861,False,False,True
BRACS_1003728,False,False,True
BRACS_1860,False,False,True
BRACS_1774,False,False,True
BRACS_1954,False,False,True
BRACS_1944,False,False,True
BRACS_1250,False,False,True
BRACS_1957,False,False,True
BRACS_1834,False,False,True
BRACS_1003707,False,False,True
BRACS_1619,False,False,True
BRACS_1244,False,False,True
BRACS_1609,False,False,True
BRACS_2005,False,False,True
