,train,val,test
219,test_105,,
220,normal_109,,
221,test_108,,
222,normal_111,,
223,test_110,,
224,normal_114,,
225,test_113,,
226,normal_117,,
227,test_117,,
228,normal_121,,
229,test_121,,
230,normal_122,,
231,test_122,,
232,tumor_001,,
233,tumor_002,,
234,tumor_003,,
235,tumor_004,,
236,tumor_006,,
237,tumor_007,,
238,tumor_008,,
239,tumor_009,,
240,tumor_010,,
241,tumor_011,,
242,tumor_012,,
243,tumor_013,,
244,tumor_014,,
245,tumor_015,,
246,tumor_016,,
247,tumor_017,,
248,tumor_018,,
249,tumor_019,,
250,tumor_020,,
251,tumor_021,,
252,tumor_022,,
253,tumor_023,,
254,tumor_024,,
255,tumor_025,,
256,tumor_026,,
257,tumor_028,,
258,tumor_029,,
259,tumor_030,,
260,tumor_031,,
261,tumor_032,,
262,tumor_033,,
263,tumor_036,,
264,tumor_037,,
265,tumor_038,,
266,tumor_039,,
267,tumor_041,,
268,tumor_043,,
269,tumor_044,,
270,tumor_046,,
271,tumor_047,,
272,tumor_048,,
273,tumor_049,,
274,tumor_050,,
275,tumor_051,,
276,tumor_052,,
277,tumor_053,,
278,tumor_054,,
279,tumor_056,,
280,tumor_058,,
281,tumor_061,,
282,tumor_063,,
283,tumor_065,,
284,tumor_067,,
285,tumor_068,,
286,tumor_070,,
287,tumor_071,,
288,tumor_072,,
289,tumor_073,,
290,tumor_074,,
291,tumor_077,,
292,tumor_078,,
293,tumor_079,,
294,tumor_080,,
295,tumor_081,,
296,tumor_082,,
297,tumor_083,,
298,tumor_084,,
299,tumor_085,,
300,tumor_086,,
301,tumor_087,,
302,tumor_088,,
303,tumor_089,,
304,tumor_090,,
305,tumor_091,,
306,tumor_092,,
307,tumor_095,,
308,tumor_096,,
309,tumor_098,,
310,tumor_099,,
311,tumor_102,,
312,tumor_103,,
313,tumor_105,,
314,tumor_106,,
315,tumor_108,,
316,tumor_109,,
317,tumor_111,,
