,train,val,test
156,test_004,,
157,normal_010,,
158,test_010,,
159,normal_011,,
160,test_011,,
161,normal_016,,
162,test_016,,
163,normal_026,,
164,test_026,,
165,test_027,,
166,normal_030,,
167,test_030,,
168,normal_033,,
169,test_033,,
170,normal_038,,
171,test_038,,
172,normal_048,,
173,test_048,,
174,normal_051,,
175,test_051,,
176,normal_052,,
177,test_052,,
178,normal_061,,
179,test_061,,
180,normal_064,,
181,test_064,,
182,normal_066,,
183,test_066,,
184,normal_068,,
185,test_068,,
186,normal_069,,
187,test_069,,
188,normal_071,,
189,test_071,,
190,normal_073,,
191,test_073,,
192,normal_074,,
193,test_074,,
194,normal_079,,
195,test_079,,
196,normal_082,,
197,test_082,,
198,normal_084,,
199,test_084,,
200,normal_091,,
201,test_090,,
202,normal_098,,
203,test_097,,
204,normal_103,,
205,test_102,,
206,normal_105,,
207,test_104,,
208,normal_106,,
209,test_105,,
210,normal_109,,
211,test_108,,
212,normal_111,,
213,test_110,,
214,normal_114,,
215,test_113,,
216,normal_116,,
217,test_116,,
218,normal_121,,
219,test_121,,
220,normal_122,,
221,test_122,,
222,tumor_001,,
223,tumor_003,,
224,tumor_004,,
225,tumor_005,,
226,tumor_006,,
227,tumor_007,,
228,tumor_008,,
229,tumor_009,,
230,tumor_010,,
231,tumor_011,,
232,tumor_013,,
233,tumor_015,,
234,tumor_016,,
235,tumor_017,,
236,tumor_018,,
237,tumor_019,,
238,tumor_020,,
239,tumor_021,,
240,tumor_022,,
241,tumor_023,,
242,tumor_024,,
243,tumor_025,,
244,tumor_026,,
245,tumor_027,,
246,tumor_029,,
247,tumor_030,,
248,tumor_031,,
249,tumor_032,,
250,tumor_034,,
251,tumor_035,,
252,tumor_037,,
253,tumor_040,,
254,tumor_041,,
255,tumor_042,,
256,tumor_043,,
257,tumor_044,,
258,tumor_045,,
259,tumor_047,,
260,tumor_048,,
261,tumor_051,,
262,tumor_052,,
263,tumor_053,,
264,tumor_054,,
265,tumor_055,,
266,tumor_056,,
267,tumor_059,,
268,tumor_060,,
269,tumor_061,,
270,tumor_062,,
271,tumor_063,,
272,tumor_064,,
273,tumor_065,,
274,tumor_067,,
275,tumor_068,,
276,tumor_069,,
277,tumor_070,,
278,tumor_071,,
279,tumor_072,,
280,tumor_073,,
281,tumor_074,,
282,tumor_075,,
283,tumor_076,,
284,tumor_077,,
285,tumor_078,,
286,tumor_079,,
287,tumor_080,,
288,tumor_081,,
289,tumor_082,,
290,tumor_083,,
291,tumor_084,,
292,tumor_085,,
293,tumor_086,,
294,tumor_087,,
295,tumor_088,,
296,tumor_089,,
297,tumor_090,,
298,tumor_091,,
299,tumor_092,,
300,tumor_094,,
301,tumor_095,,
302,tumor_096,,
303,tumor_097,,
304,tumor_100,,
305,tumor_101,,
306,tumor_102,,
307,tumor_103,,
308,tumor_104,,
309,tumor_106,,
310,tumor_107,,
311,tumor_109,,
312,tumor_111,,
