,train,val,test
normal_040,True,False,False
test_040,True,False,False
normal_046,True,False,False
test_046,True,False,False
normal_048,True,False,False
test_048,True,False,False
normal_052,True,False,False
test_052,True,False,False
normal_061,True,False,False
test_061,True,False,False
normal_064,True,False,False
test_064,True,False,False
normal_066,True,False,False
test_066,True,False,False
normal_068,True,False,False
test_068,True,False,False
normal_069,True,False,False
test_069,True,False,False
normal_071,True,False,False
test_071,True,False,False
normal_073,True,False,False
test_073,True,False,False
normal_074,True,False,False
test_074,True,False,False
normal_075,True,False,False
test_075,True,False,False
normal_079,True,False,False
test_079,True,False,False
normal_082,True,False,False
test_082,True,False,False
normal_084,True,False,False
test_084,True,False,False
normal_091,True,False,False
test_090,True,False,False
normal_095,True,False,False
test_094,True,False,False
normal_098,True,False,False
test_097,True,False,False
normal_100,True,False,False
test_099,True,False,False
normal_103,True,False,False
test_102,True,False,False
normal_105,True,False,False
test_104,True,False,False
normal_106,True,False,False
test_105,True,False,False
normal_109,True,False,False
test_108,True,False,False
normal_111,True,False,False
test_110,True,False,False
normal_114,True,False,False
test_113,True,False,False
normal_117,True,False,False
test_117,True,False,False
normal_121,True,False,False
test_121,True,False,False
normal_122,True,False,False
test_122,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_003,True,False,False
tumor_004,True,False,False
tumor_006,True,False,False
tumor_007,True,False,False
tumor_008,True,False,False
tumor_009,True,False,False
tumor_010,True,False,False
tumor_011,True,False,False
tumor_012,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_017,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_023,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_026,True,False,False
tumor_028,True,False,False
tumor_029,True,False,False
tumor_030,True,False,False
tumor_031,True,False,False
tumor_032,True,False,False
tumor_033,True,False,False
tumor_036,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_039,True,False,False
tumor_041,True,False,False
tumor_043,True,False,False
tumor_044,True,False,False
tumor_046,True,False,False
tumor_047,True,False,False
tumor_048,True,False,False
tumor_049,True,False,False
tumor_050,True,False,False
tumor_051,True,False,False
tumor_052,True,False,False
tumor_053,True,False,False
tumor_054,True,False,False
tumor_056,True,False,False
tumor_058,True,False,False
tumor_061,True,False,False
tumor_063,True,False,False
tumor_065,True,False,False
tumor_067,True,False,False
tumor_068,True,False,False
tumor_070,True,False,False
tumor_071,True,False,False
tumor_072,True,False,False
tumor_073,True,False,False
tumor_074,True,False,False
tumor_077,True,False,False
tumor_078,True,False,False
tumor_079,True,False,False
tumor_080,True,False,False
tumor_081,True,False,False
tumor_082,True,False,False
tumor_083,True,False,False
tumor_084,True,False,False
tumor_085,True,False,False
tumor_086,True,False,False
tumor_087,True,False,False
tumor_088,True,False,False
tumor_089,True,False,False
tumor_090,True,False,False
tumor_091,True,False,False
tumor_092,True,False,False
tumor_095,True,False,False
tumor_096,True,False,False
tumor_098,True,False,False
tumor_099,True,False,False
tumor_102,True,False,False
tumor_103,True,False,False
tumor_105,True,False,False
tumor_106,True,False,False
tumor_108,True,False,False
tumor_109,True,False,False
tumor_111,True,False,False
normal_018,False,True,False
test_018,False,True,False
normal_127,False,True,False
test_128,False,True,False
normal_107,False,True,False
test_106,False,True,False
normal_056,False,True,False
test_056,False,True,False
normal_112,False,True,False
test_111,False,True,False
normal_058,False,True,False
test_058,False,True,False
normal_042,False,True,False
test_042,False,True,False
normal_039,False,True,False
test_039,False,True,False
normal_143,False,True,False
normal_096,False,True,False
test_095,False,True,False
normal_014,False,True,False
test_014,False,True,False
tumor_100,False,True,False
normal_093,False,True,False
test_092,False,True,False
tumor_062,False,True,False
tumor_034,False,True,False
normal_013,False,True,False
test_013,False,True,False
tumor_040,False,True,False
tumor_097,False,True,False
tumor_064,False,True,False
normal_008,False,True,False
test_008,False,True,False
tumor_076,False,True,False
tumor_057,False,True,False
tumor_059,False,True,False
tumor_075,False,True,False
tumor_027,False,True,False
tumor_110,False,True,False
tumor_093,False,True,False
normal_133,False,False,True
normal_083,False,False,True
test_083,False,False,True
normal_110,False,False,True
test_109,False,False,True
normal_123,False,False,True
test_123,False,False,True
normal_049,False,False,True
normal_099,False,False,True
test_098,False,False,True
normal_130,False,False,True
normal_102,False,False,True
test_101,False,False,True
normal_067,False,False,True
test_067,False,False,True
normal_024,False,False,True
test_024,False,False,True
normal_141,False,False,True
tumor_069,False,False,True
tumor_045,False,False,True
tumor_094,False,False,True
tumor_104,False,False,True
tumor_060,False,False,True
tumor_042,False,False,True
tumor_055,False,False,True
tumor_066,False,False,True
tumor_035,False,False,True
normal_065,False,False,True
test_065,False,False,True
tumor_101,False,False,True
normal_051,False,False,True
test_051,False,False,True
tumor_107,False,False,True
tumor_005,False,False,True
normal_116,False,False,True
test_116,False,False,True
normal_004,False,False,True
test_004,False,False,True
