,train,val,test
normal_046,True,False,False
test_046,True,False,False
normal_048,True,False,False
test_048,True,False,False
normal_052,True,False,False
test_052,True,False,False
normal_065,True,False,False
test_065,True,False,False
normal_066,True,False,False
test_066,True,False,False
normal_068,True,False,False
test_068,True,False,False
normal_069,True,False,False
test_069,True,False,False
normal_071,True,False,False
test_071,True,False,False
normal_073,True,False,False
test_073,True,False,False
normal_075,True,False,False
test_075,True,False,False
normal_079,True,False,False
test_079,True,False,False
normal_082,True,False,False
test_082,True,False,False
normal_084,True,False,False
test_084,True,False,False
normal_091,True,False,False
test_090,True,False,False
normal_093,True,False,False
test_092,True,False,False
normal_098,True,False,False
test_097,True,False,False
normal_100,True,False,False
test_099,True,False,False
normal_103,True,False,False
test_102,True,False,False
normal_105,True,False,False
test_104,True,False,False
normal_109,True,False,False
test_108,True,False,False
normal_114,True,False,False
test_113,True,False,False
normal_116,True,False,False
test_116,True,False,False
normal_117,True,False,False
test_117,True,False,False
normal_121,True,False,False
test_121,True,False,False
normal_122,True,False,False
test_122,True,False,False
tumor_001,True,False,False
tumor_002,True,False,False
tumor_003,True,False,False
tumor_005,True,False,False
tumor_006,True,False,False
tumor_008,True,False,False
tumor_011,True,False,False
tumor_012,True,False,False
tumor_013,True,False,False
tumor_014,True,False,False
tumor_015,True,False,False
tumor_016,True,False,False
tumor_017,True,False,False
tumor_018,True,False,False
tumor_019,True,False,False
tumor_020,True,False,False
tumor_021,True,False,False
tumor_022,True,False,False
tumor_023,True,False,False
tumor_024,True,False,False
tumor_025,True,False,False
tumor_026,True,False,False
tumor_028,True,False,False
tumor_029,True,False,False
tumor_030,True,False,False
tumor_031,True,False,False
tumor_032,True,False,False
tumor_033,True,False,False
tumor_034,True,False,False
tumor_035,True,False,False
tumor_037,True,False,False
tumor_038,True,False,False
tumor_039,True,False,False
tumor_040,True,False,False
tumor_041,True,False,False
tumor_042,True,False,False
tumor_043,True,False,False
tumor_045,True,False,False
tumor_047,True,False,False
tumor_048,True,False,False
tumor_049,True,False,False
tumor_051,True,False,False
tumor_052,True,False,False
tumor_053,True,False,False
tumor_054,True,False,False
tumor_055,True,False,False
tumor_056,True,False,False
tumor_060,True,False,False
tumor_061,True,False,False
tumor_062,True,False,False
tumor_063,True,False,False
tumor_064,True,False,False
tumor_065,True,False,False
tumor_066,True,False,False
tumor_067,True,False,False
tumor_068,True,False,False
tumor_069,True,False,False
tumor_070,True,False,False
tumor_071,True,False,False
tumor_072,True,False,False
tumor_073,True,False,False
tumor_074,True,False,False
tumor_075,True,False,False
tumor_076,True,False,False
tumor_078,True,False,False
tumor_079,True,False,False
tumor_080,True,False,False
tumor_081,True,False,False
tumor_084,True,False,False
tumor_086,True,False,False
tumor_087,True,False,False
tumor_088,True,False,False
tumor_090,True,False,False
tumor_091,True,False,False
tumor_092,True,False,False
tumor_094,True,False,False
tumor_095,True,False,False
tumor_096,True,False,False
tumor_097,True,False,False
tumor_098,True,False,False
tumor_099,True,False,False
tumor_100,True,False,False
tumor_101,True,False,False
tumor_102,True,False,False
tumor_104,True,False,False
tumor_105,True,False,False
tumor_108,True,False,False
tumor_109,True,False,False
tumor_110,True,False,False
tumor_111,True,False,False
normal_124,False,True,False
test_125,False,True,False
normal_028,False,True,False
test_028,False,True,False
normal_144,False,True,False
normal_157,False,True,False
normal_019,False,True,False
test_019,False,True,False
normal_009,False,True,False
test_009,False,True,False
normal_059,False,True,False
test_059,False,True,False
normal_120,False,True,False
test_120,False,True,False
normal_067,False,True,False
test_067,False,True,False
normal_102,False,True,False
test_101,False,True,False
normal_090,False,True,False
test_089,False,True,False
tumor_046,False,True,False
normal_111,False,True,False
test_110,False,True,False
tumor_050,False,True,False
tumor_004,False,True,False
normal_074,False,True,False
test_074,False,True,False
normal_011,False,True,False
test_011,False,True,False
tumor_083,False,True,False
tumor_077,False,True,False
tumor_044,False,True,False
tumor_107,False,True,False
normal_033,False,True,False
test_033,False,True,False
normal_106,False,True,False
test_105,False,True,False
normal_004,False,True,False
test_004,False,True,False
tumor_010,False,True,False
normal_095,False,True,False
test_094,False,True,False
tumor_058,False,True,False
normal_062,False,False,True
test_062,False,False,True
normal_087,False,False,True
test_086,False,False,True
normal_005,False,False,True
test_005,False,False,True
normal_119,False,False,True
test_119,False,False,True
normal_107,False,False,True
test_106,False,False,True
normal_158,False,False,True
normal_053,False,False,True
test_053,False,False,True
normal_015,False,False,True
test_015,False,False,True
normal_126,False,False,True
test_127,False,False,True
normal_152,False,False,True
normal_024,False,False,True
test_024,False,False,True
tumor_106,False,False,True
normal_064,False,False,True
test_064,False,False,True
tumor_057,False,False,True
tumor_103,False,False,True
tumor_007,False,False,True
test_027,False,False,True
tumor_027,False,False,True
tumor_009,False,False,True
tumor_085,False,False,True
tumor_089,False,False,True
tumor_036,False,False,True
tumor_093,False,False,True
tumor_059,False,False,True
normal_061,False,False,True
test_061,False,False,True
tumor_082,False,False,True
normal_051,False,False,True
test_051,False,False,True
